target_id	start	end	breakage_length	target_length
VIRSorter_utg000042l_segment0_LN:i:16665_RC:i:4782_XC:f:1_000000	0	52	53	16665
VIRSorter_utg000042l_segment0_LN:i:16665_RC:i:4782_XC:f:1_000000	12260	12266	7	16665
VIRSorter_utg000042l_segment0_LN:i:16665_RC:i:4782_XC:f:1_000000	16610	16664	55	16665
VIRSorter_utg000043l_segment0_LN:i:11254_RC:i:4622_XC:f:1_000000	0	341	342	11254
VIRSorter_utg000043l_segment0_LN:i:11254_RC:i:4622_XC:f:1_000000	11242	11253	12	11254
VIRSorter_utg000044l_segment0_LN:i:10992_RC:i:2021_XC:f:1_000000	0	13	14	10992
VIRSorter_utg000044l_segment0_LN:i:10992_RC:i:2021_XC:f:1_000000	10963	10991	29	10992
VIRSorter_utg000045l_segment0_LN:i:13527_RC:i:1744_XC:f:0_964286	0	4	5	13527
VIRSorter_utg000045l_segment0_LN:i:13527_RC:i:1744_XC:f:0_964286	6428	6812	385	13527
VIRSorter_utg000045l_segment0_LN:i:13527_RC:i:1744_XC:f:0_964286	8226	9181	956	13527
VIRSorter_utg000045l_segment0_LN:i:13527_RC:i:1744_XC:f:0_964286	10993	11943	951	13527
VIRSorter_utg000045l_segment0_LN:i:13527_RC:i:1744_XC:f:0_964286	13174	13526	353	13527
VIRSorter_utg000052l_segment0_LN:i:36580_RC:i:53988_XC:f:1_000000	0	15	16	36580
VIRSorter_utg000052l_segment0_LN:i:36580_RC:i:53988_XC:f:1_000000	18895	21002	2108	36580
VIRSorter_utg000052l_segment0_LN:i:36580_RC:i:53988_XC:f:1_000000	36200	36579	380	36580
VIRSorter_utg000055l_segment0_LN:i:14767_RC:i:708_XC:f:0_966667	0	37	38	14767
VIRSorter_utg000055l_segment0_LN:i:14767_RC:i:708_XC:f:0_966667	1068	1139	72	14767
VIRSorter_utg000055l_segment0_LN:i:14767_RC:i:708_XC:f:0_966667	4694	14766	10073	14767
VIRSorter_utg000059l_segment0_LN:i:27673_RC:i:1921_XC:f:0_982143	0	9	10	27673
VIRSorter_utg000059l_segment0_LN:i:27673_RC:i:1921_XC:f:0_982143	3507	4788	1282	27673
VIRSorter_utg000059l_segment0_LN:i:27673_RC:i:1921_XC:f:0_982143	8793	10171	1379	27673
VIRSorter_utg000059l_segment0_LN:i:27673_RC:i:1921_XC:f:0_982143	17259	19058	1800	27673
VIRSorter_utg000059l_segment0_LN:i:27673_RC:i:1921_XC:f:0_982143	25043	25644	602	27673
VIRSorter_utg000059l_segment0_LN:i:27673_RC:i:1921_XC:f:0_982143	27339	27672	334	27673
VIRSorter_utg000060l_segment0_LN:i:22055_RC:i:2108_XC:f:0_977778	0	1	2	22055
VIRSorter_utg000060l_segment0_LN:i:22055_RC:i:2108_XC:f:0_977778	16961	17455	495	22055
VIRSorter_utg000060l_segment0_LN:i:22055_RC:i:2108_XC:f:0_977778	20222	22054	1833	22055
VIRSorter_utg000061l_segment0_LN:i:11319_RC:i:2200_XC:f:1_000000	0	322	323	11319
VIRSorter_utg000061l_segment0_LN:i:11319_RC:i:2200_XC:f:1_000000	4331	4850	520	11319
VIRSorter_utg000061l_segment0_LN:i:11319_RC:i:2200_XC:f:1_000000	11282	11318	37	11319
VIRSorter_utg000063l_segment0_LN:i:11985_RC:i:964_XC:f:1_000000	0	514	515	11985
VIRSorter_utg000063l_segment0_LN:i:11985_RC:i:964_XC:f:1_000000	1840	2855	1016	11985
VIRSorter_utg000063l_segment0_LN:i:11985_RC:i:964_XC:f:1_000000	7118	7737	620	11985
VIRSorter_utg000063l_segment0_LN:i:11985_RC:i:964_XC:f:1_000000	11968	11984	17	11985
VIRSorter_utg000064l_segment0_LN:i:58502_RC:i:1811_XC:f:1_000000	0	2	3	58502
VIRSorter_utg000064l_segment0_LN:i:58502_RC:i:1811_XC:f:1_000000	2065	2338	274	58502
VIRSorter_utg000064l_segment0_LN:i:58502_RC:i:1811_XC:f:1_000000	4459	4515	57	58502
VIRSorter_utg000064l_segment0_LN:i:58502_RC:i:1811_XC:f:1_000000	53366	53992	627	58502
VIRSorter_utg000064l_segment0_LN:i:58502_RC:i:1811_XC:f:1_000000	55464	55507	44	58502
VIRSorter_utg000064l_segment0_LN:i:58502_RC:i:1811_XC:f:1_000000	58499	58501	3	58502
VIRSorter_utg000068l_segment0_LN:i:31218_RC:i:3747_XC:f:1_000000	0	491	492	31218
VIRSorter_utg000068l_segment0_LN:i:31218_RC:i:3747_XC:f:1_000000	31209	31217	9	31218
VIRSorter_utg000073l_segment0_LN:i:11419_RC:i:7051_XC:f:1_000000	0	81	82	11419
VIRSorter_utg000073l_segment0_LN:i:11419_RC:i:7051_XC:f:1_000000	11407	11418	12	11419
VIRSorter_utg000075l_segment0_LN:i:16769_RC:i:3614_XC:f:1_000000	0	3	4	16769
VIRSorter_utg000075l_segment0_LN:i:16769_RC:i:3614_XC:f:1_000000	7914	8388	475	16769
VIRSorter_utg000075l_segment0_LN:i:16769_RC:i:3614_XC:f:1_000000	9770	9921	152	16769
VIRSorter_utg000075l_segment0_LN:i:16769_RC:i:3614_XC:f:1_000000	16572	16768	197	16769
VIRSorter_utg000078l_segment0_LN:i:22546_RC:i:2528_XC:f:1_000000	0	50	51	22546
VIRSorter_utg000078l_segment0_LN:i:22546_RC:i:2528_XC:f:1_000000	4160	8947	4788	22546
VIRSorter_utg000078l_segment0_LN:i:22546_RC:i:2528_XC:f:1_000000	22543	22545	3	22546
VIRSorter_utg000080l_segment0_LN:i:50237_RC:i:9922_XC:f:1_000000	0	1005	1006	50237
VIRSorter_utg000080l_segment0_LN:i:50237_RC:i:9922_XC:f:1_000000	4589	5411	823	50237
VIRSorter_utg000080l_segment0_LN:i:50237_RC:i:9922_XC:f:1_000000	7645	8857	1213	50237
VIRSorter_utg000080l_segment0_LN:i:50237_RC:i:9922_XC:f:1_000000	26622	26678	57	50237
VIRSorter_utg000080l_segment0_LN:i:50237_RC:i:9922_XC:f:1_000000	49630	50236	607	50237
VIRSorter_utg000081l_segment0_LN:i:10297_RC:i:1484_XC:f:1_000000	0	5	6	10297
VIRSorter_utg000081l_segment0_LN:i:10297_RC:i:1484_XC:f:1_000000	9266	10296	1031	10297
VIRSorter_utg000082l_segment0_LN:i:17284_RC:i:10673_XC:f:1_000000	0	16	17	17284
VIRSorter_utg000082l_segment0_LN:i:17284_RC:i:10673_XC:f:1_000000	16923	17283	361	17284
VIRSorter_utg000084l_segment0_LN:i:1368798_RC:i:27352_XC:f:0_989774	0	8	9	1368798
VIRSorter_utg000084l_segment0_LN:i:1368798_RC:i:27352_XC:f:0_989774	5220	5394	175	1368798
VIRSorter_utg000084l_segment0_LN:i:1368798_RC:i:27352_XC:f:0_989774	69506	69539	34	1368798
VIRSorter_utg000084l_segment0_LN:i:1368798_RC:i:27352_XC:f:0_989774	1363691	1363830	140	1368798
VIRSorter_utg000084l_segment0_LN:i:1368798_RC:i:27352_XC:f:0_989774	1368794	1368797	4	1368798
VIRSorter_utg000085l_segment0_LN:i:23981_RC:i:756_XC:f:0_854167	0	8259	8260	23981
VIRSorter_utg000085l_segment0_LN:i:23981_RC:i:756_XC:f:0_854167	10468	14917	4450	23981
VIRSorter_utg000085l_segment0_LN:i:23981_RC:i:756_XC:f:0_854167	15976	23980	8005	23981
VIRSorter_utg000087l_segment0_LN:i:333144_RC:i:14291_XC:f:0_994003	0	8	9	333144
VIRSorter_utg000087l_segment0_LN:i:333144_RC:i:14291_XC:f:0_994003	91003	91391	389	333144
VIRSorter_utg000087l_segment0_LN:i:333144_RC:i:14291_XC:f:0_994003	143872	143936	65	333144
VIRSorter_utg000087l_segment0_LN:i:333144_RC:i:14291_XC:f:0_994003	333026	333143	118	333144
VIRSorter_utg000088l_segment0_LN:i:20329_RC:i:6192_XC:f:0_975610	0	220	221	20329
VIRSorter_utg000088l_segment0_LN:i:20329_RC:i:6192_XC:f:0_975610	20314	20328	15	20329
VIRSorter_utg000095l_segment0_LN:i:57752_RC:i:5941_XC:f:0_991379	0	1243	1244	57752
VIRSorter_utg000095l_segment0_LN:i:57752_RC:i:5941_XC:f:0_991379	9418	9665	248	57752
VIRSorter_utg000095l_segment0_LN:i:57752_RC:i:5941_XC:f:0_991379	11896	12419	524	57752
VIRSorter_utg000095l_segment0_LN:i:57752_RC:i:5941_XC:f:0_991379	17476	19049	1574	57752
VIRSorter_utg000095l_segment0_LN:i:57752_RC:i:5941_XC:f:0_991379	21614	22016	403	57752
VIRSorter_utg000095l_segment0_LN:i:57752_RC:i:5941_XC:f:0_991379	30654	31320	667	57752
VIRSorter_utg000095l_segment0_LN:i:57752_RC:i:5941_XC:f:0_991379	33448	34103	656	57752
VIRSorter_utg000095l_segment0_LN:i:57752_RC:i:5941_XC:f:0_991379	39859	39963	105	57752
VIRSorter_utg000095l_segment0_LN:i:57752_RC:i:5941_XC:f:0_991379	47498	47587	90	57752
VIRSorter_utg000095l_segment0_LN:i:57752_RC:i:5941_XC:f:0_991379	57744	57751	8	57752
VIRSorter_utg000096l_segment0_LN:i:13648_RC:i:1149_XC:f:1_000000	0	925	926	13648
VIRSorter_utg000096l_segment0_LN:i:13648_RC:i:1149_XC:f:1_000000	11046	11557	512	13648
VIRSorter_utg000096l_segment0_LN:i:13648_RC:i:1149_XC:f:1_000000	12744	13647	904	13648
VIRSorter_utg000098l_segment0_LN:i:13430_RC:i:2475_XC:f:1_000000	0	10	11	13430
VIRSorter_utg000098l_segment0_LN:i:13430_RC:i:2475_XC:f:1_000000	13339	13429	91	13430
VIRSorter_utg000102l_segment0_LN:i:19427_RC:i:2891_XC:f:1_000000	0	6404	6405	19427
VIRSorter_utg000102l_segment0_LN:i:19427_RC:i:2891_XC:f:1_000000	16556	16719	164	19427
VIRSorter_utg000102l_segment0_LN:i:19427_RC:i:2891_XC:f:1_000000	18594	19426	833	19427
VIRSorter_utg000107l_segment0_LN:i:12545_RC:i:6222_XC:f:1_000000	0	157	158	12545
VIRSorter_utg000107l_segment0_LN:i:12545_RC:i:6222_XC:f:1_000000	1302	2338	1037	12545
VIRSorter_utg000107l_segment0_LN:i:12545_RC:i:6222_XC:f:1_000000	12529	12544	16	12545
VIRSorter_utg000112l_segment0_LN:i:102934_RC:i:8547_XC:f:1_000000	0	14	15	102934
VIRSorter_utg000112l_segment0_LN:i:102934_RC:i:8547_XC:f:1_000000	102920	102933	14	102934
VIRSorter_utg000113l_segment0_LN:i:63360_RC:i:5677_XC:f:1_000000	0	250	251	63360
VIRSorter_utg000113l_segment0_LN:i:63360_RC:i:5677_XC:f:1_000000	1379	2407	1029	63360
VIRSorter_utg000113l_segment0_LN:i:63360_RC:i:5677_XC:f:1_000000	3411	3515	105	63360
VIRSorter_utg000113l_segment0_LN:i:63360_RC:i:5677_XC:f:1_000000	62614	63359	746	63360
VIRSorter_utg000114l_segment0_LN:i:23986_RC:i:1664_XC:f:1_000000	0	1024	1025	23986
VIRSorter_utg000114l_segment0_LN:i:23986_RC:i:1664_XC:f:1_000000	3374	5378	2005	23986
VIRSorter_utg000114l_segment0_LN:i:23986_RC:i:1664_XC:f:1_000000	11317	12941	1625	23986
VIRSorter_utg000114l_segment0_LN:i:23986_RC:i:1664_XC:f:1_000000	17776	17904	129	23986
VIRSorter_utg000114l_segment0_LN:i:23986_RC:i:1664_XC:f:1_000000	21284	21410	127	23986
VIRSorter_utg000114l_segment0_LN:i:23986_RC:i:1664_XC:f:1_000000	22954	23985	1032	23986
VIRSorter_utg000116l_segment0_LN:i:54706_RC:i:14628_XC:f:0_972727	0	791	792	54706
VIRSorter_utg000116l_segment0_LN:i:54706_RC:i:14628_XC:f:0_972727	8147	10030	1884	54706
VIRSorter_utg000116l_segment0_LN:i:54706_RC:i:14628_XC:f:0_972727	18832	19036	205	54706
VIRSorter_utg000116l_segment0_LN:i:54706_RC:i:14628_XC:f:0_972727	34869	39353	4485	54706
VIRSorter_utg000116l_segment0_LN:i:54706_RC:i:14628_XC:f:0_972727	40355	42435	2081	54706
VIRSorter_utg000116l_segment0_LN:i:54706_RC:i:14628_XC:f:0_972727	54703	54705	3	54706
VIRSorter_utg000122l_segment0_LN:i:19512_RC:i:5195_XC:f:1_000000	0	13	14	19512
VIRSorter_utg000122l_segment0_LN:i:19512_RC:i:5195_XC:f:1_000000	19474	19511	38	19512
VIRSorter_utg000123c_segment0_LN:i:51568_RC:i:4321_XC:f:1_000000	0	8	9	51568
VIRSorter_utg000123c_segment0_LN:i:51568_RC:i:4321_XC:f:1_000000	41749	42201	453	51568
VIRSorter_utg000123c_segment0_LN:i:51568_RC:i:4321_XC:f:1_000000	45013	45135	123	51568
VIRSorter_utg000123c_segment0_LN:i:51568_RC:i:4321_XC:f:1_000000	47201	47254	54	51568
VIRSorter_utg000123c_segment0_LN:i:51568_RC:i:4321_XC:f:1_000000	51562	51567	6	51568
VIRSorter_utg000124l_segment0_LN:i:30446_RC:i:32558_XC:f:0_951613	0	49	50	30446
VIRSorter_utg000124l_segment0_LN:i:30446_RC:i:32558_XC:f:0_951613	14408	14418	11	30446
VIRSorter_utg000124l_segment0_LN:i:30446_RC:i:32558_XC:f:0_951613	30408	30445	38	30446
VIRSorter_utg000127l_segment0_LN:i:24337_RC:i:7233_XC:f:0_938776	0	155	156	24337
VIRSorter_utg000127l_segment0_LN:i:24337_RC:i:7233_XC:f:0_938776	5412	5747	336	24337
VIRSorter_utg000127l_segment0_LN:i:24337_RC:i:7233_XC:f:0_938776	7602	9979	2378	24337
VIRSorter_utg000127l_segment0_LN:i:24337_RC:i:7233_XC:f:0_938776	18186	18246	61	24337
VIRSorter_utg000127l_segment0_LN:i:24337_RC:i:7233_XC:f:0_938776	19155	19426	272	24337
VIRSorter_utg000127l_segment0_LN:i:24337_RC:i:7233_XC:f:0_938776	24330	24336	7	24337
VIRSorter_utg000129l_segment0_LN:i:28662_RC:i:5548_XC:f:0_982759	0	50	51	28662
VIRSorter_utg000129l_segment0_LN:i:28662_RC:i:5548_XC:f:0_982759	28630	28661	32	28662
VIRSorter_utg000130l_segment0_LN:i:12250_RC:i:806_XC:f:1_000000	0	445	446	12250
VIRSorter_utg000130l_segment0_LN:i:12250_RC:i:806_XC:f:1_000000	5532	5908	377	12250
VIRSorter_utg000130l_segment0_LN:i:12250_RC:i:806_XC:f:1_000000	8681	8848	168	12250
VIRSorter_utg000130l_segment0_LN:i:12250_RC:i:806_XC:f:1_000000	10897	12249	1353	12250
VIRSorter_utg000135l_segment0_LN:i:22338_RC:i:6034_XC:f:1_000000	0	5	6	22338
VIRSorter_utg000135l_segment0_LN:i:22338_RC:i:6034_XC:f:1_000000	22320	22337	18	22338
VIRSorter_utg000138l_segment0_LN:i:34090_RC:i:6393_XC:f:1_000000	0	14	15	34090
VIRSorter_utg000138l_segment0_LN:i:34090_RC:i:6393_XC:f:1_000000	34084	34089	6	34090
VIRSorter_utg000140l_segment0_LN:i:30640_RC:i:2151_XC:f:1_000000	0	14	15	30640
VIRSorter_utg000140l_segment0_LN:i:30640_RC:i:2151_XC:f:1_000000	30249	30639	391	30640
VIRSorter_utg000142l_segment0_LN:i:10992_RC:i:1868_XC:f:1_000000	0	8	9	10992
VIRSorter_utg000142l_segment0_LN:i:10992_RC:i:1868_XC:f:1_000000	1455	2130	676	10992
VIRSorter_utg000142l_segment0_LN:i:10992_RC:i:1868_XC:f:1_000000	10979	10991	13	10992
VIRSorter_utg000143l_segment0_LN:i:186483_RC:i:3967_XC:f:0_986595	0	13	14	186483
VIRSorter_utg000143l_segment0_LN:i:186483_RC:i:3967_XC:f:0_986595	2480	5760	3281	186483
VIRSorter_utg000143l_segment0_LN:i:186483_RC:i:3967_XC:f:0_986595	6901	8423	1523	186483
VIRSorter_utg000143l_segment0_LN:i:186483_RC:i:3967_XC:f:0_986595	10141	11475	1335	186483
VIRSorter_utg000143l_segment0_LN:i:186483_RC:i:3967_XC:f:0_986595	14896	15707	812	186483
VIRSorter_utg000143l_segment0_LN:i:186483_RC:i:3967_XC:f:0_986595	18535	18812	278	186483
VIRSorter_utg000143l_segment0_LN:i:186483_RC:i:3967_XC:f:0_986595	20571	21907	1337	186483
VIRSorter_utg000143l_segment0_LN:i:186483_RC:i:3967_XC:f:0_986595	23272	24450	1179	186483
VIRSorter_utg000143l_segment0_LN:i:186483_RC:i:3967_XC:f:0_986595	25421	26219	799	186483
VIRSorter_utg000143l_segment0_LN:i:186483_RC:i:3967_XC:f:0_986595	27373	27419	47	186483
VIRSorter_utg000143l_segment0_LN:i:186483_RC:i:3967_XC:f:0_986595	32554	36543	3990	186483
VIRSorter_utg000143l_segment0_LN:i:186483_RC:i:3967_XC:f:0_986595	38431	39469	1039	186483
VIRSorter_utg000143l_segment0_LN:i:186483_RC:i:3967_XC:f:0_986595	41330	41347	18	186483
VIRSorter_utg000143l_segment0_LN:i:186483_RC:i:3967_XC:f:0_986595	44586	45401	816	186483
VIRSorter_utg000143l_segment0_LN:i:186483_RC:i:3967_XC:f:0_986595	48163	48246	84	186483
VIRSorter_utg000143l_segment0_LN:i:186483_RC:i:3967_XC:f:0_986595	50222	50635	414	186483
VIRSorter_utg000143l_segment0_LN:i:186483_RC:i:3967_XC:f:0_986595	51944	53886	1943	186483
VIRSorter_utg000143l_segment0_LN:i:186483_RC:i:3967_XC:f:0_986595	54907	58023	3117	186483
VIRSorter_utg000143l_segment0_LN:i:186483_RC:i:3967_XC:f:0_986595	59416	62143	2728	186483
VIRSorter_utg000143l_segment0_LN:i:186483_RC:i:3967_XC:f:0_986595	63189	63771	583	186483
VIRSorter_utg000143l_segment0_LN:i:186483_RC:i:3967_XC:f:0_986595	68417	69435	1019	186483
VIRSorter_utg000143l_segment0_LN:i:186483_RC:i:3967_XC:f:0_986595	71104	72177	1074	186483
VIRSorter_utg000143l_segment0_LN:i:186483_RC:i:3967_XC:f:0_986595	75661	75866	206	186483
VIRSorter_utg000143l_segment0_LN:i:186483_RC:i:3967_XC:f:0_986595	83794	84951	1158	186483
VIRSorter_utg000143l_segment0_LN:i:186483_RC:i:3967_XC:f:0_986595	86122	86279	158	186483
VIRSorter_utg000143l_segment0_LN:i:186483_RC:i:3967_XC:f:0_986595	89977	90766	790	186483
VIRSorter_utg000143l_segment0_LN:i:186483_RC:i:3967_XC:f:0_986595	95554	97352	1799	186483
VIRSorter_utg000143l_segment0_LN:i:186483_RC:i:3967_XC:f:0_986595	99099	99298	200	186483
VIRSorter_utg000143l_segment0_LN:i:186483_RC:i:3967_XC:f:0_986595	100552	101354	803	186483
VIRSorter_utg000143l_segment0_LN:i:186483_RC:i:3967_XC:f:0_986595	105873	109320	3448	186483
VIRSorter_utg000143l_segment0_LN:i:186483_RC:i:3967_XC:f:0_986595	111703	114239	2537	186483
VIRSorter_utg000143l_segment0_LN:i:186483_RC:i:3967_XC:f:0_986595	115938	115970	33	186483
